"FileName","Model","N","N_numeric","Population","TPs","Mix","Mixing_proportion","Lambda","Total_Rows","Total_Violations","Percentage_Violations","Total_Errors","ErrorRate","Total_LL_Failures","LL_Failure_Perc","Total_True_Violations","True_Violation_Perc","GoodReplications","Reanalysis_Needed","Adjusted_Replications_Needed"
"rilta_lta_m2_n_5000_tp_0.407_m_1_l_0.7","Model 2","N = 5000",5000,".200",0.407,1,".10, .30, .60","0.7",500,21,4.2,0,0,0,0,21,4.2,479,"Yes",645
"rilta_lta_m2_n_5000_tp_0.407_m_1_l_0.9","Model 2","N = 5000",5000,".200",0.407,1,".10, .30, .60","0.9",500,33,6.6,0,0,0,0,33,6.6,467,"Yes",662
"rilta_lta_m2_n_5000_tp_0.407_m_1_l_a","Model 2","N = 5000",5000,".200",0.407,1,".10, .30, .60","A",499,32,6.4,0,0,0,0,32,6.4,467,"Yes",660
"rilta_lta_m2_n_5000_tp_0.407_m_1_l_b","Model 2","N = 5000",5000,".200",0.407,1,".10, .30, .60","B",500,28,5.6,0,0,0,0,28,5.6,472,"Yes",655
"rilta_lta_m2_n_5000_tp_0.407_m_1_l_c","Model 2","N = 5000",5000,".200",0.407,1,".10, .30, .60","C",499,35,7,0,0,0,0,35,7,464,"Yes",664
"rilta_lta_m2_n_5000_tp_0.407_m_1_l_d","Model 2","N = 5000",5000,".200",0.407,1,".10, .30, .60","D",500,40,8,0,0,0,0,40,8,460,"Yes",673
"rilta_lta_m2_n_5000_tp_0.407_m_2_l_0.3","Model 2","N = 5000",5000,".200",0.407,2,".33, .33, .33","0.3",500,50,10,0,0,0,0,50,10,450,"Yes",688
"rilta_lta_m2_n_5000_tp_0.407_m_2_l_0.5","Model 2","N = 5000",5000,".200",0.407,2,".33, .33, .33","0.5",500,63,12.6,0,0,0,0,63,12.6,437,"Yes",710
"rilta_lta_m2_n_5000_tp_0.407_m_2_l_0.7","Model 2","N = 5000",5000,".200",0.407,2,".33, .33, .33","0.7",500,70,14,0,0,0,0,70,14,430,"Yes",722
"rilta_lta_m2_n_5000_tp_0.407_m_2_l_0.9","Model 2","N = 5000",5000,".200",0.407,2,".33, .33, .33","0.9",500,83,16.6,0,0,1,0.2,84,16.8,416,"Yes",748
"rilta_lta_m2_n_5000_tp_0.407_m_2_l_a","Model 2","N = 5000",5000,".200",0.407,2,".33, .33, .33","A",500,46,9.2,0,0,0,0,46,9.2,454,"Yes",682
"rilta_lta_m2_n_5000_tp_0.407_m_2_l_b","Model 2","N = 5000",5000,".200",0.407,2,".33, .33, .33","B",500,40,8,0,0,0,0,40,8,460,"Yes",673
"rilta_lta_m2_n_5000_tp_0.407_m_2_l_c","Model 2","N = 5000",5000,".200",0.407,2,".33, .33, .33","C",500,43,8.6,0,0,0,0,43,8.6,457,"Yes",677
"rilta_lta_m2_n_5000_tp_0.407_m_2_l_d","Model 2","N = 5000",5000,".200",0.407,2,".33, .33, .33","D",500,50,10,0,0,0,0,50,10,450,"Yes",688
"rilta_lta_m2_n_5000_tp_0.407_m_3_l_0.3","Model 2","N = 5000",5000,".200",0.407,3,".60, .30, .10","0.3",500,58,11.6,0,0,0,0,58,11.6,442,"Yes",701
"rilta_lta_m2_n_5000_tp_0.407_m_3_l_0.5","Model 2","N = 5000",5000,".200",0.407,3,".60, .30, .10","0.5",500,52,10.4,0,0,0,0,52,10.4,448,"Yes",692
"rilta_lta_m2_n_5000_tp_0.407_m_3_l_0.7","Model 2","N = 5000",5000,".200",0.407,3,".60, .30, .10","0.7",500,43,8.6,0,0,0,0,43,8.6,457,"Yes",677
"rilta_lta_m2_n_5000_tp_0.407_m_3_l_0.9","Model 2","N = 5000",5000,".200",0.407,3,".60, .30, .10","0.9",500,46,9.2,0,0,1,0.2,47,9.4,453,"Yes",684
"rilta_lta_m2_n_5000_tp_0.407_m_3_l_a","Model 2","N = 5000",5000,".200",0.407,3,".60, .30, .10","A",499,40,8,1,0.2,0,0,41,8.2,458,"Yes",673
"rilta_lta_m2_n_5000_tp_0.407_m_3_l_b","Model 2","N = 5000",5000,".200",0.407,3,".60, .30, .10","B",500,66,13.2,0,0,0,0,66,13.2,434,"Yes",715
"rilta_lta_m2_n_5000_tp_0.407_m_3_l_c","Model 2","N = 5000",5000,".200",0.407,3,".60, .30, .10","C",500,55,11,0,0,0,0,55,11,445,"Yes",697
"rilta_lta_m2_n_5000_tp_0.407_m_3_l_d","Model 2","N = 5000",5000,".200",0.407,3,".60, .30, .10","D",500,50,10,0,0,0,0,50,10,450,"Yes",688
"rilta_lta_m3_n_5000_tp_0.407_m_1_l_0.3","Model 3","N = 5000",5000,".200",0.407,1,".10, .30, .60","0.3",500,95,19,0,0,0,0,95,19,405,"Yes",770
"rilta_lta_m3_n_5000_tp_0.407_m_1_l_0.5","Model 3","N = 5000",5000,".200",0.407,1,".10, .30, .60","0.5",500,73,14.6,0,0,0,0,73,14.6,427,"Yes",728
"rilta_lta_m3_n_5000_tp_0.407_m_1_l_0.7","Model 3","N = 5000",5000,".200",0.407,1,".10, .30, .60","0.7",500,125,25,0,0,1,0.2,126,25.2,374,"Yes",839
"rilta_lta_m3_n_5000_tp_0.407_m_1_l_0.9","Model 3","N = 5000",5000,".200",0.407,1,".10, .30, .60","0.9",500,179,35.8,0,0,2,0.4,179,35.8,321,"Yes",995
"rilta_lta_m3_n_5000_tp_0.407_m_1_l_a","Model 3","N = 5000",5000,".200",0.407,1,".10, .30, .60","A",500,87,17.4,0,0,0,0,87,17.4,413,"Yes",754
"rilta_lta_m3_n_5000_tp_0.407_m_1_l_b","Model 3","N = 5000",5000,".200",0.407,1,".10, .30, .60","B",500,106,21.2,0,0,0,0,106,21.2,394,"Yes",793
"rilta_lta_m3_n_5000_tp_0.407_m_1_l_c","Model 3","N = 5000",5000,".200",0.407,1,".10, .30, .60","C",500,128,25.6,0,0,0,0,128,25.6,372,"Yes",844
"rilta_lta_m3_n_5000_tp_0.407_m_1_l_d","Model 3","N = 5000",5000,".200",0.407,1,".10, .30, .60","D",500,114,22.8,0,0,0,0,114,22.8,386,"Yes",811
"rilta_lta_m3_n_5000_tp_0.407_m_2_l_0.3","Model 3","N = 5000",5000,".200",0.407,2,".33, .33, .33","0.3",500,125,25,0,0,0,0,125,25,375,"Yes",837
"rilta_lta_m3_n_5000_tp_0.407_m_2_l_0.5","Model 3","N = 5000",5000,".200",0.407,2,".33, .33, .33","0.5",500,137,27.4,0,0,0,0,137,27.4,363,"Yes",867
"rilta_lta_m3_n_5000_tp_0.407_m_2_l_0.7","Model 3","N = 5000",5000,".200",0.407,2,".33, .33, .33","0.7",500,144,28.8,0,0,0,0,144,28.8,356,"Yes",886
"rilta_lta_m3_n_5000_tp_0.407_m_2_l_0.9","Model 3","N = 5000",5000,".200",0.407,2,".33, .33, .33","0.9",500,195,39,0,0,1,0.2,196,39.2,304,"Yes",1060
"rilta_lta_m3_n_5000_tp_0.407_m_2_l_a","Model 3","N = 5000",5000,".200",0.407,2,".33, .33, .33","A",500,130,26,0,0,0,0,130,26,370,"Yes",849
"rilta_lta_m3_n_5000_tp_0.407_m_2_l_b","Model 3","N = 5000",5000,".200",0.407,2,".33, .33, .33","B",500,131,26.2,0,0,0,0,131,26.2,369,"Yes",852
"rilta_lta_m3_n_5000_tp_0.407_m_2_l_c","Model 3","N = 5000",5000,".200",0.407,2,".33, .33, .33","C",500,134,26.8,0,0,1,0.2,134,26.8,366,"Yes",859
"rilta_lta_m3_n_5000_tp_0.407_m_2_l_d","Model 3","N = 5000",5000,".200",0.407,2,".33, .33, .33","D",500,124,24.8,0,0,1,0.2,125,25,375,"Yes",837
"rilta_lta_m3_n_5000_tp_0.407_m_3_l_0.3","Model 3","N = 5000",5000,".200",0.407,3,".60, .30, .10","0.3",500,133,26.6,0,0,0,0,133,26.6,367,"Yes",857
"rilta_lta_m3_n_5000_tp_0.407_m_3_l_0.5","Model 3","N = 5000",5000,".200",0.407,3,".60, .30, .10","0.5",500,145,29,0,0,0,0,145,29,355,"Yes",889
"rilta_lta_m3_n_5000_tp_0.407_m_3_l_0.7","Model 3","N = 5000",5000,".200",0.407,3,".60, .30, .10","0.7",500,133,26.6,0,0,0,0,133,26.6,367,"Yes",857
"rilta_lta_m3_n_5000_tp_0.407_m_3_l_0.9","Model 3","N = 5000",5000,".200",0.407,3,".60, .30, .10","0.9",500,144,28.8,0,0,0,0,144,28.8,356,"Yes",886
"rilta_lta_m3_n_5000_tp_0.407_m_3_l_a","Model 3","N = 5000",5000,".200",0.407,3,".60, .30, .10","A",500,118,23.6,0,0,0,0,118,23.6,382,"Yes",820
"rilta_lta_m3_n_5000_tp_0.407_m_3_l_b","Model 3","N = 5000",5000,".200",0.407,3,".60, .30, .10","B",500,114,22.8,0,0,0,0,114,22.8,386,"Yes",811
"rilta_lta_m3_n_5000_tp_0.407_m_3_l_c","Model 3","N = 5000",5000,".200",0.407,3,".60, .30, .10","C",500,109,21.8,0,0,0,0,109,21.8,391,"Yes",800
"rilta_lta_m3_n_5000_tp_0.407_m_3_l_d","Model 3","N = 5000",5000,".200",0.407,3,".60, .30, .10","D",500,100,20,0,0,0,0,100,20,400,"Yes",780
"rilta_lta_m1_n_5000_tp_3.179_m_1_l_0.3","Model 1","N = 5000",5000,".800",3.179,1,".10, .30, .60","0.3",500,241,48.2,9,1.8,1,0.2,246,49.2,254,"Yes",1312
"rilta_lta_m1_n_5000_tp_3.179_m_1_l_0.5","Model 1","N = 5000",5000,".800",3.179,1,".10, .30, .60","0.5",499,227,45.5,13,2.6,0,0,235,47.1,264,"Yes",1246
"rilta_lta_m1_n_5000_tp_3.179_m_1_l_0.7","Model 1","N = 5000",5000,".800",3.179,1,".10, .30, .60","0.7",500,265,53,37,7.4,0,0,274,54.8,226,"Yes",1517
"rilta_lta_m1_n_5000_tp_3.179_m_1_l_0.9","Model 1","N = 5000",5000,".800",3.179,1,".10, .30, .60","0.9",499,371,74.3,76,15.2,0,0,395,79.2,104,"Yes",5147
"rilta_lta_m1_n_5000_tp_3.179_m_1_l_a","Model 1","N = 5000",5000,".800",3.179,1,".10, .30, .60","A",395,135,34.2,0,0,0,0,135,34.2,260,"Yes",776
"rilta_lta_m1_n_5000_tp_3.179_m_1_l_b","Model 1","N = 5000",5000,".800",3.179,1,".10, .30, .60","B",500,279,55.8,2,0.4,0,0,280,56,220,"Yes",1571
"rilta_lta_m1_n_5000_tp_3.179_m_1_l_c","Model 1","N = 5000",5000,".800",3.179,1,".10, .30, .60","C",500,270,54,2,0.4,0,0,272,54.4,228,"Yes",1501
"rilta_lta_m1_n_5000_tp_3.179_m_1_l_d","Model 1","N = 5000",5000,".800",3.179,1,".10, .30, .60","D",500,269,53.8,3,0.6,0,0,270,54,230,"Yes",1484
"rilta_lta_m1_n_5000_tp_3.179_m_2_l_0.3","Model 1","N = 5000",5000,".800",3.179,2,".33, .33, .33","0.3",500,320,64,0,0,0,0,320,64,180,"Yes",2055
"rilta_lta_m1_n_5000_tp_3.179_m_2_l_0.5","Model 1","N = 5000",5000,".800",3.179,2,".33, .33, .33","0.5",500,307,61.4,0,0,0,0,307,61.4,193,"Yes",1867
"rilta_lta_m1_n_5000_tp_3.179_m_2_l_0.7","Model 1","N = 5000",5000,".800",3.179,2,".33, .33, .33","0.7",500,263,52.6,1,0.2,0,0,263,52.6,237,"Yes",1429
"rilta_lta_m1_n_5000_tp_3.179_m_2_l_0.9","Model 1","N = 5000",5000,".800",3.179,2,".33, .33, .33","0.9",500,327,65.4,38,7.6,2,0.4,341,68.2,159,"Yes",2459
"rilta_lta_m1_n_5000_tp_3.179_m_2_l_a","Model 1","N = 5000",5000,".800",3.179,2,".33, .33, .33","A",500,232,46.4,82,16.4,27,5.4,296,59.2,204,"Yes",1733
"rilta_lta_m1_n_5000_tp_3.179_m_2_l_b","Model 1","N = 5000",5000,".800",3.179,2,".33, .33, .33","B",500,299,59.8,0,0,0,0,299,59.8,201,"Yes",1768
"rilta_lta_m1_n_5000_tp_3.179_m_2_l_c","Model 1","N = 5000",5000,".800",3.179,2,".33, .33, .33","C",500,316,63.2,0,0,0,0,316,63.2,184,"Yes",1993
"rilta_lta_m1_n_5000_tp_3.179_m_2_l_d","Model 1","N = 5000",5000,".800",3.179,2,".33, .33, .33","D",500,292,58.4,0,0,0,0,292,58.4,208,"Yes",1689
"rilta_lta_m1_n_5000_tp_3.179_m_3_l_0.3","Model 1","N = 5000",5000,".800",3.179,3,".60, .30, .10","0.3",500,241,48.2,0,0,0,0,241,48.2,259,"Yes",1281
"rilta_lta_m1_n_5000_tp_3.179_m_3_l_0.5","Model 1","N = 5000",5000,".800",3.179,3,".60, .30, .10","0.5",500,247,49.4,2,0.4,0,0,248,49.6,252,"Yes",1325
"rilta_lta_m1_n_5000_tp_3.179_m_3_l_0.7","Model 1","N = 5000",5000,".800",3.179,3,".60, .30, .10","0.7",499,260,52.1,11,2.2,1,0.2,266,53.3,233,"Yes",1453
"rilta_lta_m1_n_5000_tp_3.179_m_3_l_0.9","Model 1","N = 5000",5000,".800",3.179,3,".60, .30, .10","0.9",495,303,61.2,64,12.9,1,0.2,322,65.1,173,"Yes",2127
"rilta_lta_m1_n_5000_tp_3.179_m_3_l_a","Model 1","N = 5000",5000,".800",3.179,3,".60, .30, .10","A",499,278,55.7,174,34.9,8,1.6,362,72.5,137,"Yes",3080
"rilta_lta_m1_n_5000_tp_3.179_m_3_l_b","Model 1","N = 5000",5000,".800",3.179,3,".60, .30, .10","B",500,224,44.8,0,0,0,0,224,44.8,276,"Yes",1187
"rilta_lta_m1_n_5000_tp_3.179_m_3_l_c","Model 1","N = 5000",5000,".800",3.179,3,".60, .30, .10","C",500,206,41.2,1,0.2,0,0,207,41.4,293,"Yes",1106
"rilta_lta_m1_n_5000_tp_3.179_m_3_l_d","Model 1","N = 5000",5000,".800",3.179,3,".60, .30, .10","D",500,227,45.4,2,0.4,0,0,227,45.4,273,"Yes",1202
"rilta_lta_m2_n_5000_tp_3.179_m_1_l_0.3","Model 2","N = 5000",5000,".800",3.179,1,".10, .30, .60","0.3",500,47,9.4,0,0,0,0,47,9.4,453,"Yes",684
"rilta_lta_m2_n_5000_tp_3.179_m_1_l_0.5","Model 2","N = 5000",5000,".800",3.179,1,".10, .30, .60","0.5",499,53,10.6,0,0,0,0,53,10.6,446,"Yes",692
"rilta_lta_m2_n_5000_tp_3.179_m_1_l_0.7","Model 2","N = 5000",5000,".800",3.179,1,".10, .30, .60","0.7",499,66,13.2,0,0,0,0,66,13.2,433,"Yes",714
"rilta_lta_m2_n_5000_tp_3.179_m_1_l_0.9","Model 2","N = 5000",5000,".800",3.179,1,".10, .30, .60","0.9",500,60,12,0,0,0,0,60,12,440,"Yes",705
"rilta_lta_m2_n_5000_tp_3.179_m_1_l_a","Model 2","N = 5000",5000,".800",3.179,1,".10, .30, .60","A",500,37,7.4,0,0,0,0,37,7.4,463,"Yes",668
"rilta_lta_m2_n_5000_tp_3.179_m_1_l_b","Model 2","N = 5000",5000,".800",3.179,1,".10, .30, .60","B",500,43,8.6,0,0,0,0,43,8.6,457,"Yes",677
"rilta_lta_m2_n_5000_tp_3.179_m_1_l_c","Model 2","N = 5000",5000,".800",3.179,1,".10, .30, .60","C",500,36,7.2,0,0,0,0,36,7.2,464,"Yes",667
"rilta_lta_m2_n_5000_tp_3.179_m_1_l_d","Model 2","N = 5000",5000,".800",3.179,1,".10, .30, .60","D",500,35,7,0,0,0,0,35,7,465,"Yes",665
"rilta_lta_m2_n_5000_tp_3.179_m_2_l_0.3","Model 2","N = 5000",5000,".800",3.179,2,".33, .33, .33","0.3",500,100,20,0,0,0,0,100,20,400,"Yes",780
"rilta_lta_m2_n_5000_tp_3.179_m_2_l_0.5","Model 2","N = 5000",5000,".800",3.179,2,".33, .33, .33","0.5",500,106,21.2,0,0,0,0,106,21.2,394,"Yes",793
"rilta_lta_m2_n_5000_tp_3.179_m_2_l_0.7","Model 2","N = 5000",5000,".800",3.179,2,".33, .33, .33","0.7",500,108,21.6,0,0,0,0,108,21.6,392,"Yes",797
"rilta_lta_m2_n_5000_tp_3.179_m_2_l_0.9","Model 2","N = 5000",5000,".800",3.179,2,".33, .33, .33","0.9",500,132,26.4,0,0,0,0,132,26.4,368,"Yes",854
"rilta_lta_m2_n_5000_tp_3.179_m_2_l_a","Model 2","N = 5000",5000,".800",3.179,2,".33, .33, .33","A",500,92,18.4,0,0,0,0,92,18.4,408,"Yes",764
"rilta_lta_m2_n_5000_tp_3.179_m_2_l_b","Model 2","N = 5000",5000,".800",3.179,2,".33, .33, .33","B",500,108,21.6,0,0,0,0,108,21.6,392,"Yes",797
"rilta_lta_m2_n_5000_tp_3.179_m_2_l_c","Model 2","N = 5000",5000,".800",3.179,2,".33, .33, .33","C",500,129,25.8,0,0,0,0,129,25.8,371,"Yes",847
"rilta_lta_m2_n_5000_tp_3.179_m_2_l_d","Model 2","N = 5000",5000,".800",3.179,2,".33, .33, .33","D",500,134,26.8,0,0,0,0,134,26.8,366,"Yes",859
"rilta_lta_m2_n_5000_tp_3.179_m_3_l_0.3","Model 2","N = 5000",5000,".800",3.179,3,".60, .30, .10","0.3",500,57,11.4,0,0,0,0,57,11.4,443,"Yes",700
"rilta_lta_m2_n_5000_tp_3.179_m_3_l_0.5","Model 2","N = 5000",5000,".800",3.179,3,".60, .30, .10","0.5",499,68,13.6,0,0,0,0,68,13.6,431,"Yes",717
"rilta_lta_m2_n_5000_tp_3.179_m_3_l_0.7","Model 2","N = 5000",5000,".800",3.179,3,".60, .30, .10","0.7",500,100,20,0,0,0,0,100,20,400,"Yes",780
"rilta_lta_m2_n_5000_tp_3.179_m_3_l_0.9","Model 2","N = 5000",5000,".800",3.179,3,".60, .30, .10","0.9",500,96,19.2,0,0,0,0,96,19.2,404,"Yes",772
"rilta_lta_m2_n_5000_tp_3.179_m_3_l_a","Model 2","N = 5000",5000,".800",3.179,3,".60, .30, .10","A",499,70,14,0,0,0,0,70,14,429,"Yes",721
"rilta_lta_m2_n_5000_tp_3.179_m_3_l_b","Model 2","N = 5000",5000,".800",3.179,3,".60, .30, .10","B",500,78,15.6,0,0,0,0,78,15.6,422,"Yes",737
"rilta_lta_m2_n_5000_tp_3.179_m_3_l_c","Model 2","N = 5000",5000,".800",3.179,3,".60, .30, .10","C",498,73,14.7,0,0,0,0,73,14.7,425,"Yes",726
"rilta_lta_m2_n_5000_tp_3.179_m_3_l_d","Model 2","N = 5000",5000,".800",3.179,3,".60, .30, .10","D",500,53,10.6,0,0,0,0,53,10.6,447,"Yes",693
"rilta_lta_m3_n_5000_tp_3.179_m_1_l_0.3","Model 3","N = 5000",5000,".800",3.179,1,".10, .30, .60","0.3",500,130,26,1,0.2,0,0,131,26.2,369,"Yes",852
"rilta_lta_m3_n_5000_tp_3.179_m_1_l_0.5","Model 3","N = 5000",5000,".800",3.179,1,".10, .30, .60","0.5",500,134,26.8,1,0.2,0,0,134,26.8,366,"Yes",859
"rilta_lta_m3_n_5000_tp_3.179_m_1_l_0.7","Model 3","N = 5000",5000,".800",3.179,1,".10, .30, .60","0.7",500,109,21.8,0,0,0,0,109,21.8,391,"Yes",800
"rilta_lta_m3_n_5000_tp_3.179_m_1_l_0.9","Model 3","N = 5000",5000,".800",3.179,1,".10, .30, .60","0.9",500,163,32.6,0,0,0,0,163,32.6,337,"Yes",942
"rilta_lta_m3_n_5000_tp_3.179_m_1_l_a","Model 3","N = 5000",5000,".800",3.179,1,".10, .30, .60","A",500,120,24,2,0.4,0,0,121,24.2,379,"Yes",827
"rilta_lta_m3_n_5000_tp_3.179_m_1_l_b","Model 3","N = 5000",5000,".800",3.179,1,".10, .30, .60","B",500,120,24,9,1.8,0,0,126,25.2,374,"Yes",839
"rilta_lta_m3_n_5000_tp_3.179_m_1_l_c","Model 3","N = 5000",5000,".800",3.179,1,".10, .30, .60","C",500,97,19.4,16,3.2,0,0,112,22.4,388,"Yes",806
"rilta_lta_m3_n_5000_tp_3.179_m_1_l_d","Model 3","N = 5000",5000,".800",3.179,1,".10, .30, .60","D",500,108,21.6,33,6.6,0,0,132,26.4,368,"Yes",854
"rilta_lta_m3_n_5000_tp_3.179_m_2_l_0.3","Model 3","N = 5000",5000,".800",3.179,2,".33, .33, .33","0.3",500,165,33,0,0,0,0,165,33,335,"Yes",948
"rilta_lta_m3_n_5000_tp_3.179_m_2_l_0.5","Model 3","N = 5000",5000,".800",3.179,2,".33, .33, .33","0.5",500,195,39,0,0,0,0,195,39,305,"Yes",1055
"rilta_lta_m3_n_5000_tp_3.179_m_2_l_0.7","Model 3","N = 5000",5000,".800",3.179,2,".33, .33, .33","0.7",500,186,37.2,0,0,0,0,186,37.2,314,"Yes",1021
"rilta_lta_m3_n_5000_tp_3.179_m_2_l_0.9","Model 3","N = 5000",5000,".800",3.179,2,".33, .33, .33","0.9",500,210,42,0,0,0,0,210,42,290,"Yes",1119
"rilta_lta_m3_n_5000_tp_3.179_m_2_l_a","Model 3","N = 5000",5000,".800",3.179,2,".33, .33, .33","A",500,174,34.8,0,0,0,0,174,34.8,326,"Yes",978
"rilta_lta_m3_n_5000_tp_3.179_m_2_l_b","Model 3","N = 5000",5000,".800",3.179,2,".33, .33, .33","B",500,127,25.4,0,0,0,0,127,25.4,373,"Yes",842
"rilta_lta_m3_n_5000_tp_3.179_m_2_l_c","Model 3","N = 5000",5000,".800",3.179,2,".33, .33, .33","C",499,113,22.6,0,0,0,0,113,22.6,386,"Yes",807
"rilta_lta_m3_n_5000_tp_3.179_m_2_l_d","Model 3","N = 5000",5000,".800",3.179,2,".33, .33, .33","D",500,173,34.6,2,0.4,0,0,174,34.8,326,"Yes",978
"rilta_lta_m3_n_5000_tp_3.179_m_3_l_0.3","Model 3","N = 5000",5000,".800",3.179,3,".60, .30, .10","0.3",500,127,25.4,0,0,0,0,127,25.4,373,"Yes",842
"rilta_lta_m3_n_5000_tp_3.179_m_3_l_0.5","Model 3","N = 5000",5000,".800",3.179,3,".60, .30, .10","0.5",500,166,33.2,0,0,0,0,166,33.2,334,"Yes",952
"rilta_lta_m3_n_5000_tp_3.179_m_3_l_0.7","Model 3","N = 5000",5000,".800",3.179,3,".60, .30, .10","0.7",500,177,35.4,0,0,0,0,177,35.4,323,"Yes",988
"rilta_lta_m3_n_5000_tp_3.179_m_3_l_0.9","Model 3","N = 5000",5000,".800",3.179,3,".60, .30, .10","0.9",500,166,33.2,0,0,0,0,166,33.2,334,"Yes",952
"rilta_lta_m3_n_5000_tp_3.179_m_3_l_a","Model 3","N = 5000",5000,".800",3.179,3,".60, .30, .10","A",500,138,27.6,0,0,0,0,138,27.6,362,"Yes",870
"rilta_lta_m3_n_5000_tp_3.179_m_3_l_b","Model 3","N = 5000",5000,".800",3.179,3,".60, .30, .10","B",500,97,19.4,0,0,0,0,97,19.4,403,"Yes",774
"rilta_lta_m3_n_5000_tp_3.179_m_3_l_c","Model 3","N = 5000",5000,".800",3.179,3,".60, .30, .10","C",500,88,17.6,0,0,0,0,88,17.6,412,"Yes",756
"rilta_lta_m3_n_5000_tp_3.179_m_3_l_d","Model 3","N = 5000",5000,".800",3.179,3,".60, .30, .10","D",499,129,25.9,1,0.2,0,0,130,26.1,369,"Yes",849
