"FileName","Model","Population","TPs","N","N_numeric","Mix","Mixing_proportion","Lambda","Total_Rows","Total_Violations","Percentage_Violations","Total_Errors","ErrorRate","Total_LL_Failures","LL_Failure_Perc","Total_True_Violations","True_Violation_Perc","GoodReplications","Reanalysis_Needed"
"rilta_lta_m1_n_500_tp_0.407_m_1_l_0.3","Model 1",".200",0.407,"N = 500",500,1,".10, .30, .60","0.3",1867,820,43.9,569,30.5,15,0.8,1145,61.3,722,"No"
"rilta_lta_m1_n_500_tp_0.407_m_1_l_0.5","Model 1",".200",0.407,"N = 500",500,1,".10, .30, .60","0.5",1828,858,46.9,510,27.9,9,0.5,1120,61.3,708,"No"
"rilta_lta_m1_n_500_tp_0.407_m_1_l_0.7","Model 1",".200",0.407,"N = 500",500,1,".10, .30, .60","0.7",2138,1101,51.5,663,31,8,0.4,1400,65.5,738,"No"
"rilta_lta_m1_n_500_tp_0.407_m_1_l_0.9","Model 1",".200",0.407,"N = 500",500,1,".10, .30, .60","0.9",2411,1310,54.3,836,34.7,14,0.6,1674,69.4,737,"No"
"rilta_lta_m1_n_500_tp_0.407_m_1_l_a","Model 1",".200",0.407,"N = 500",500,1,".10, .30, .60","A",2420,1124,46.4,1060,43.8,30,1.2,1689,69.8,731,"No"
"rilta_lta_m1_n_500_tp_0.407_m_1_l_b","Model 1",".200",0.407,"N = 500",500,1,".10, .30, .60","B",2418,1051,43.5,792,32.8,21,0.9,1495,61.8,923,"No"
"rilta_lta_m1_n_500_tp_0.407_m_1_l_c","Model 1",".200",0.407,"N = 500",500,1,".10, .30, .60","C",2419,1121,46.3,911,37.7,25,1,1586,65.6,833,"No"
"rilta_lta_m1_n_500_tp_0.407_m_1_l_d","Model 1",".200",0.407,"N = 500",500,1,".10, .30, .60","D",2113,972,46,0,0,0,0,972,46,1141,"No"
"rilta_lta_m1_n_500_tp_0.407_m_2_l_0.3","Model 1",".200",0.407,"N = 500",500,2,".33, .33, .33","0.3",1500,717,47.8,278,18.5,9,0.6,863,57.5,637,"No"
"rilta_lta_m1_n_500_tp_0.407_m_2_l_0.5","Model 1",".200",0.407,"N = 500",500,2,".33, .33, .33","0.5",1628,792,48.6,286,17.6,11,0.7,940,57.7,688,"No"
"rilta_lta_m1_n_500_tp_0.407_m_2_l_0.7","Model 1",".200",0.407,"N = 500",500,2,".33, .33, .33","0.7",1867,945,50.6,365,19.6,7,0.4,1119,59.9,748,"No"
"rilta_lta_m1_n_500_tp_0.407_m_2_l_0.9","Model 1",".200",0.407,"N = 500",500,2,".33, .33, .33","0.9",1666,871,52.3,348,20.9,4,0.2,1012,60.7,654,"No"
"rilta_lta_m1_n_500_tp_0.407_m_2_l_a","Model 1",".200",0.407,"N = 500",500,2,".33, .33, .33","A",1670,817,48.9,601,36,19,1.1,1116,66.8,554,"No"
"rilta_lta_m1_n_500_tp_0.407_m_2_l_b","Model 1",".200",0.407,"N = 500",500,2,".33, .33, .33","B",1672,827,49.5,357,21.4,13,0.8,996,59.6,676,"No"
"rilta_lta_m1_n_500_tp_0.407_m_2_l_c","Model 1",".200",0.407,"N = 500",500,2,".33, .33, .33","C",1672,833,49.8,449,26.9,14,0.8,1042,62.3,630,"No"
"rilta_lta_m1_n_500_tp_0.407_m_2_l_d","Model 1",".200",0.407,"N = 500",500,2,".33, .33, .33","D",1672,861,51.5,446,26.7,14,0.8,1069,63.9,603,"No"
"rilta_lta_m1_n_500_tp_0.407_m_3_l_0.3","Model 1",".200",0.407,"N = 500",500,3,".60, .30, .10","0.3",1675,735,43.9,474,28.3,14,0.8,990,59.1,685,"No"
"rilta_lta_m1_n_500_tp_0.407_m_3_l_0.5","Model 1",".200",0.407,"N = 500",500,3,".60, .30, .10","0.5",1733,787,45.4,475,27.4,6,0.3,1040,60,693,"No"
"rilta_lta_m1_n_500_tp_0.407_m_3_l_0.7","Model 1",".200",0.407,"N = 500",500,3,".60, .30, .10","0.7",1913,877,45.8,567,29.6,10,0.5,1174,61.4,739,"No"
"rilta_lta_m1_n_500_tp_0.407_m_3_l_0.9","Model 1",".200",0.407,"N = 500",500,3,".60, .30, .10","0.9",1875,923,49.2,532,28.4,7,0.4,1168,62.3,707,"No"
"rilta_lta_m1_n_500_tp_0.407_m_3_l_a","Model 1",".200",0.407,"N = 500",500,3,".60, .30, .10","A",1905,1013,53.2,908,47.7,17,0.9,1399,73.4,506,"No"
"rilta_lta_m1_n_500_tp_0.407_m_3_l_b","Model 1",".200",0.407,"N = 500",500,3,".60, .30, .10","B",1897,822,43.3,627,33.1,8,0.4,1165,61.4,732,"No"
"rilta_lta_m1_n_500_tp_0.407_m_3_l_c","Model 1",".200",0.407,"N = 500",500,3,".60, .30, .10","C",1896,809,42.7,644,34,12,0.6,1166,61.5,730,"No"
"rilta_lta_m1_n_500_tp_0.407_m_3_l_d","Model 1",".200",0.407,"N = 500",500,3,".60, .30, .10","D",1900,772,40.6,643,33.8,13,0.7,1149,60.5,751,"No"
"rilta_lta_m2_n_500_tp_0.407_m_1_l_0.3","Model 2",".200",0.407,"N = 500",500,1,".10, .30, .60","0.3",671,22,3.3,27,4,1,0.1,50,7.5,621,"No"
"rilta_lta_m2_n_500_tp_0.407_m_1_l_0.5","Model 2",".200",0.407,"N = 500",500,1,".10, .30, .60","0.5",680,28,4.1,25,3.7,2,0.3,55,8.1,625,"No"
"rilta_lta_m2_n_500_tp_0.407_m_1_l_0.7","Model 2",".200",0.407,"N = 500",500,1,".10, .30, .60","0.7",677,44,6.5,19,2.8,3,0.4,66,9.7,611,"No"
"rilta_lta_m2_n_500_tp_0.407_m_1_l_0.9","Model 2",".200",0.407,"N = 500",500,1,".10, .30, .60","0.9",711,58,8.2,27,3.8,3,0.4,87,12.2,624,"No"
"rilta_lta_m2_n_500_tp_0.407_m_1_l_a","Model 2",".200",0.407,"N = 500",500,1,".10, .30, .60","A",710,36,5.1,27,3.8,4,0.6,65,9.2,645,"No"
"rilta_lta_m2_n_500_tp_0.407_m_1_l_b","Model 2",".200",0.407,"N = 500",500,1,".10, .30, .60","B",712,35,4.9,37,5.2,4,0.6,74,10.4,638,"No"
"rilta_lta_m2_n_500_tp_0.407_m_1_l_c","Model 2",".200",0.407,"N = 500",500,1,".10, .30, .60","C",711,36,5.1,24,3.4,3,0.4,62,8.7,649,"No"
"rilta_lta_m2_n_500_tp_0.407_m_1_l_d","Model 2",".200",0.407,"N = 500",500,1,".10, .30, .60","D",712,37,5.2,22,3.1,2,0.3,61,8.6,651,"No"
"rilta_lta_m2_n_500_tp_0.407_m_2_l_0.3","Model 2",".200",0.407,"N = 500",500,2,".33, .33, .33","0.3",709,54,7.6,21,3,5,0.7,79,11.1,630,"No"
"rilta_lta_m2_n_500_tp_0.407_m_2_l_0.5","Model 2",".200",0.407,"N = 500",500,2,".33, .33, .33","0.5",742,76,10.2,36,4.9,2,0.3,114,15.4,628,"No"
"rilta_lta_m2_n_500_tp_0.407_m_2_l_0.7","Model 2",".200",0.407,"N = 500",500,2,".33, .33, .33","0.7",711,70,9.8,24,3.4,3,0.4,95,13.4,616,"No"
"rilta_lta_m2_n_500_tp_0.407_m_2_l_0.9","Model 2",".200",0.407,"N = 500",500,2,".33, .33, .33","0.9",767,113,14.7,23,3,2,0.3,134,17.5,633,"No"
"rilta_lta_m2_n_500_tp_0.407_m_2_l_a","Model 2",".200",0.407,"N = 500",500,2,".33, .33, .33","A",767,65,8.5,25,3.3,2,0.3,90,11.7,677,"No"
"rilta_lta_m2_n_500_tp_0.407_m_2_l_b","Model 2",".200",0.407,"N = 500",500,2,".33, .33, .33","B",766,78,10.2,26,3.4,4,0.5,104,13.6,662,"No"
"rilta_lta_m2_n_500_tp_0.407_m_2_l_c","Model 2",".200",0.407,"N = 500",500,2,".33, .33, .33","C",765,91,11.9,22,2.9,2,0.3,114,14.9,651,"No"
"rilta_lta_m2_n_500_tp_0.407_m_2_l_d","Model 2",".200",0.407,"N = 500",500,2,".33, .33, .33","D",767,81,10.6,24,3.1,2,0.3,105,13.7,662,"No"
"rilta_lta_m2_n_500_tp_0.407_m_3_l_0.3","Model 2",".200",0.407,"N = 500",500,3,".60, .30, .10","0.3",771,112,14.5,26,3.4,5,0.6,140,18.2,631,"No"
"rilta_lta_m2_n_500_tp_0.407_m_3_l_0.5","Model 2",".200",0.407,"N = 500",500,3,".60, .30, .10","0.5",745,112,15,20,2.7,3,0.4,131,17.6,614,"No"
"rilta_lta_m2_n_500_tp_0.407_m_3_l_0.7","Model 2",".200",0.407,"N = 500",500,3,".60, .30, .10","0.7",745,108,14.5,20,2.7,5,0.7,128,17.2,617,"No"
"rilta_lta_m2_n_500_tp_0.407_m_3_l_0.9","Model 2",".200",0.407,"N = 500",500,3,".60, .30, .10","0.9",754,125,16.6,17,2.3,4,0.5,142,18.8,612,"No"
"rilta_lta_m2_n_500_tp_0.407_m_3_l_a","Model 2",".200",0.407,"N = 500",500,3,".60, .30, .10","A",755,99,13.1,25,3.3,5,0.7,125,16.6,630,"No"
"rilta_lta_m2_n_500_tp_0.407_m_3_l_b","Model 2",".200",0.407,"N = 500",500,3,".60, .30, .10","B",755,106,14,14,1.9,2,0.3,120,15.9,635,"No"
"rilta_lta_m2_n_500_tp_0.407_m_3_l_c","Model 2",".200",0.407,"N = 500",500,3,".60, .30, .10","C",758,105,13.9,19,2.5,5,0.7,128,16.9,630,"No"
"rilta_lta_m2_n_500_tp_0.407_m_3_l_d","Model 2",".200",0.407,"N = 500",500,3,".60, .30, .10","D",759,105,13.8,25,3.3,3,0.4,129,17,630,"No"
"rilta_lta_m3_n_500_tp_0.407_m_1_l_0.3","Model 3",".200",0.407,"N = 500",500,1,".10, .30, .60","0.3",872,144,16.5,78,8.9,4,0.5,210,24.1,662,"No"
"rilta_lta_m3_n_500_tp_0.407_m_1_l_0.5","Model 3",".200",0.407,"N = 500",500,1,".10, .30, .60","0.5",829,159,19.2,56,6.8,4,0.5,193,23.3,636,"No"
"rilta_lta_m3_n_500_tp_0.407_m_1_l_0.7","Model 3",".200",0.407,"N = 500",500,1,".10, .30, .60","0.7",874,208,23.8,46,5.3,1,0.1,241,27.6,633,"No"
"rilta_lta_m3_n_500_tp_0.407_m_1_l_0.9","Model 3",".200",0.407,"N = 500",500,1,".10, .30, .60","0.9",1060,385,36.3,41,3.9,2,0.2,409,38.6,651,"No"
"rilta_lta_m3_n_500_tp_0.407_m_1_l_a","Model 3",".200",0.407,"N = 500",500,1,".10, .30, .60","A",1060,299,28.2,117,11,5,0.5,355,33.5,705,"No"
"rilta_lta_m3_n_500_tp_0.407_m_1_l_b","Model 3",".200",0.407,"N = 500",500,1,".10, .30, .60","B",1059,186,17.6,104,9.8,3,0.3,270,25.5,789,"No"
"rilta_lta_m3_n_500_tp_0.407_m_1_l_c","Model 3",".200",0.407,"N = 500",500,1,".10, .30, .60","C",1060,195,18.4,115,10.8,4,0.4,283,26.7,777,"No"
"rilta_lta_m3_n_500_tp_0.407_m_1_l_d","Model 3",".200",0.407,"N = 500",500,1,".10, .30, .60","D",1060,235,22.2,149,14.1,4,0.4,348,32.8,712,"No"
"rilta_lta_m3_n_500_tp_0.407_m_2_l_0.3","Model 3",".200",0.407,"N = 500",500,2,".33, .33, .33","0.3",886,215,24.3,18,2,0,0,228,25.7,658,"No"
"rilta_lta_m3_n_500_tp_0.407_m_2_l_0.5","Model 3",".200",0.407,"N = 500",500,2,".33, .33, .33","0.5",888,239,26.9,21,2.4,2,0.2,258,29.1,630,"No"
"rilta_lta_m3_n_500_tp_0.407_m_2_l_0.7","Model 3",".200",0.407,"N = 500",500,2,".33, .33, .33","0.7",867,229,26.4,25,2.9,2,0.2,251,29,616,"No"
"rilta_lta_m3_n_500_tp_0.407_m_2_l_0.9","Model 3",".200",0.407,"N = 500",500,2,".33, .33, .33","0.9",971,306,31.5,20,2.1,1,0.1,318,32.7,653,"No"
"rilta_lta_m3_n_500_tp_0.407_m_2_l_a","Model 3",".200",0.407,"N = 500",500,2,".33, .33, .33","A",970,248,25.6,27,2.8,4,0.4,269,27.7,701,"No"
"rilta_lta_m3_n_500_tp_0.407_m_2_l_b","Model 3",".200",0.407,"N = 500",500,2,".33, .33, .33","B",970,218,22.5,33,3.4,2,0.2,247,25.5,723,"No"
"rilta_lta_m3_n_500_tp_0.407_m_2_l_c","Model 3",".200",0.407,"N = 500",500,2,".33, .33, .33","C",971,187,19.3,40,4.1,7,0.7,220,22.7,751,"No"
"rilta_lta_m3_n_500_tp_0.407_m_2_l_d","Model 3",".200",0.407,"N = 500",500,2,".33, .33, .33","D",971,200,20.6,90,9.3,0,0,258,26.6,713,"No"
"rilta_lta_m3_n_500_tp_0.407_m_3_l_0.3","Model 3",".200",0.407,"N = 500",500,3,".60, .30, .10","0.3",839,199,23.7,11,1.3,0,0,204,24.3,635,"No"
"rilta_lta_m3_n_500_tp_0.407_m_3_l_0.5","Model 3",".200",0.407,"N = 500",500,3,".60, .30, .10","0.5",814,170,20.9,14,1.7,4,0.5,186,22.9,628,"No"
"rilta_lta_m3_n_500_tp_0.407_m_3_l_0.7","Model 3",".200",0.407,"N = 500",500,3,".60, .30, .10","0.7",872,218,25,18,2.1,0,0,229,26.3,643,"No"
"rilta_lta_m3_n_500_tp_0.407_m_3_l_0.9","Model 3",".200",0.407,"N = 500",500,3,".60, .30, .10","0.9",855,212,24.8,28,3.3,0,0,226,26.4,629,"No"
"rilta_lta_m3_n_500_tp_0.407_m_3_l_a","Model 3",".200",0.407,"N = 500",500,3,".60, .30, .10","A",852,195,22.9,11,1.3,1,0.1,204,23.9,648,"No"
"rilta_lta_m3_n_500_tp_0.407_m_3_l_b","Model 3",".200",0.407,"N = 500",500,3,".60, .30, .10","B",850,195,22.9,15,1.8,2,0.2,208,24.5,642,"No"
"rilta_lta_m3_n_500_tp_0.407_m_3_l_c","Model 3",".200",0.407,"N = 500",500,3,".60, .30, .10","C",854,151,17.7,15,1.8,1,0.1,164,19.2,690,"No"
"rilta_lta_m3_n_500_tp_0.407_m_3_l_d","Model 3",".200",0.407,"N = 500",500,3,".60, .30, .10","D",854,159,18.6,32,3.7,3,0.4,184,21.5,670,"No"
"rilta_lta_m1_n_500_tp_3.179_m_1_l_0.3","Model 1",".800",3.179,"N = 500",500,1,".10, .30, .60","0.3",2609,1263,48.4,1029,39.4,17,0.7,1814,69.5,795,"No"
"rilta_lta_m1_n_500_tp_3.179_m_1_l_0.5","Model 1",".800",3.179,"N = 500",500,1,".10, .30, .60","0.5",2630,1359,51.7,993,37.8,16,0.6,1840,70,790,"No"
"rilta_lta_m1_n_500_tp_3.179_m_1_l_0.7","Model 1",".800",3.179,"N = 500",500,1,".10, .30, .60","0.7",2581,1392,53.9,1097,42.5,18,0.7,1913,74.1,668,"No"
"rilta_lta_m1_n_500_tp_3.179_m_1_l_0.9","Model 1",".800",3.179,"N = 500",500,1,".10, .30, .60","0.9",4300,2459,57.2,2013,46.8,15,0.3,3321,77.2,979,"No"
"rilta_lta_m1_n_500_tp_3.179_m_1_l_a","Model 1",".800",3.179,"N = 500",500,1,".10, .30, .60","A",4308,1916,44.5,2022,46.9,52,1.2,3084,71.6,1224,"No"
"rilta_lta_m1_n_500_tp_3.179_m_1_l_b","Model 1",".800",3.179,"N = 500",500,1,".10, .30, .60","B",4310,2033,47.2,1592,36.9,31,0.7,2881,66.8,1429,"No"
"rilta_lta_m1_n_500_tp_3.179_m_1_l_c","Model 1",".800",3.179,"N = 500",500,1,".10, .30, .60","C",4310,2093,48.6,1635,37.9,34,0.8,2981,69.2,1329,"No"
"rilta_lta_m1_n_500_tp_3.179_m_1_l_d","Model 1",".800",3.179,"N = 500",500,1,".10, .30, .60","D",4312,2080,48.2,1710,39.7,39,0.9,2944,68.3,1368,"No"
"rilta_lta_m1_n_500_tp_3.179_m_2_l_0.3","Model 1",".800",3.179,"N = 500",500,2,".33, .33, .33","0.3",2436,1389,57,623,25.6,14,0.6,1655,67.9,781,"No"
"rilta_lta_m1_n_500_tp_3.179_m_2_l_0.5","Model 1",".800",3.179,"N = 500",500,2,".33, .33, .33","0.5",2487,1336,53.7,664,26.7,19,0.8,1656,66.6,831,"No"
"rilta_lta_m1_n_500_tp_3.179_m_2_l_0.7","Model 1",".800",3.179,"N = 500",500,2,".33, .33, .33","0.7",2799,1594,56.9,861,30.8,12,0.4,1934,69.1,865,"No"
"rilta_lta_m1_n_500_tp_3.179_m_2_l_0.9","Model 1",".800",3.179,"N = 500",500,2,".33, .33, .33","0.9",3392,2059,60.7,1165,34.3,7,0.2,2493,73.5,899,"No"
"rilta_lta_m1_n_500_tp_3.179_m_2_l_a","Model 1",".800",3.179,"N = 500",500,2,".33, .33, .33","A",3405,1837,54,1320,38.8,30,0.9,2409,70.7,996,"No"
"rilta_lta_m1_n_500_tp_3.179_m_2_l_b","Model 1",".800",3.179,"N = 500",500,2,".33, .33, .33","B",3407,1828,53.7,929,27.3,25,0.7,2274,66.7,1133,"No"
"rilta_lta_m1_n_500_tp_3.179_m_2_l_c","Model 1",".800",3.179,"N = 500",500,2,".33, .33, .33","C",3406,1870,54.9,947,27.8,29,0.9,2318,68.1,1088,"No"
"rilta_lta_m1_n_500_tp_3.179_m_2_l_d","Model 1",".800",3.179,"N = 500",500,2,".33, .33, .33","D",3405,1868,54.9,972,28.5,28,0.8,2323,68.2,1082,"No"
"rilta_lta_m1_n_500_tp_3.179_m_3_l_0.3","Model 1",".800",3.179,"N = 500",500,3,".60, .30, .10","0.3",2264,1051,46.4,879,38.8,26,1.1,1518,67,746,"No"
"rilta_lta_m1_n_500_tp_3.179_m_3_l_0.5","Model 1",".800",3.179,"N = 500",500,3,".60, .30, .10","0.5",2344,1113,47.5,964,41.1,15,0.6,1585,67.6,759,"No"
"rilta_lta_m1_n_500_tp_3.179_m_3_l_0.7","Model 1",".800",3.179,"N = 500",500,3,".60, .30, .10","0.7",2456,1282,52.2,997,40.6,16,0.7,1716,69.9,740,"No"
"rilta_lta_m1_n_500_tp_3.179_m_3_l_0.9","Model 1",".800",3.179,"N = 500",500,3,".60, .30, .10","0.9",2848,1570,55.1,1175,41.3,13,0.5,2055,72.2,793,"No"
"rilta_lta_m1_n_500_tp_3.179_m_3_l_a","Model 1",".800",3.179,"N = 500",500,3,".60, .30, .10","A",2865,1759,61.4,1467,51.2,31,1.1,2306,80.5,559,"No"
"rilta_lta_m1_n_500_tp_3.179_m_3_l_b","Model 1",".800",3.179,"N = 500",500,3,".60, .30, .10","B",2862,1325,46.3,1224,42.8,24,0.8,1957,68.4,905,"No"
"rilta_lta_m1_n_500_tp_3.179_m_3_l_c","Model 1",".800",3.179,"N = 500",500,3,".60, .30, .10","C",2856,1344,47.1,1205,42.2,26,0.9,1940,67.9,916,"No"
"rilta_lta_m1_n_500_tp_3.179_m_3_l_d","Model 1",".800",3.179,"N = 500",500,3,".60, .30, .10","D",2861,1360,47.5,1266,44.3,31,1.1,2003,70,858,"No"
"rilta_lta_m2_n_500_tp_3.179_m_1_l_0.3","Model 2",".800",3.179,"N = 500",500,1,".10, .30, .60","0.3",757,63,8.3,86,11.4,4,0.5,148,19.6,609,"No"
"rilta_lta_m2_n_500_tp_3.179_m_1_l_0.5","Model 2",".800",3.179,"N = 500",500,1,".10, .30, .60","0.5",743,70,9.4,72,9.7,2,0.3,137,18.4,606,"No"
"rilta_lta_m2_n_500_tp_3.179_m_1_l_0.7","Model 2",".800",3.179,"N = 500",500,1,".10, .30, .60","0.7",806,94,11.7,92,11.4,3,0.4,177,22,629,"No"
"rilta_lta_m2_n_500_tp_3.179_m_1_l_0.9","Model 2",".800",3.179,"N = 500",500,1,".10, .30, .60","0.9",886,141,15.9,115,13,5,0.6,247,27.9,639,"No"
"rilta_lta_m2_n_500_tp_3.179_m_1_l_a","Model 2",".800",3.179,"N = 500",500,1,".10, .30, .60","A",884,65,7.4,119,13.5,8,0.9,181,20.5,703,"No"
"rilta_lta_m2_n_500_tp_3.179_m_1_l_b","Model 2",".800",3.179,"N = 500",500,1,".10, .30, .60","B",886,72,8.1,125,14.1,6,0.7,192,21.7,694,"No"
"rilta_lta_m2_n_500_tp_3.179_m_1_l_c","Model 2",".800",3.179,"N = 500",500,1,".10, .30, .60","C",883,77,8.7,106,12,4,0.5,174,19.7,709,"No"
"rilta_lta_m2_n_500_tp_3.179_m_1_l_d","Model 2",".800",3.179,"N = 500",500,1,".10, .30, .60","D",887,68,7.7,136,15.3,3,0.3,195,22,692,"No"
"rilta_lta_m2_n_500_tp_3.179_m_2_l_0.3","Model 2",".800",3.179,"N = 500",500,2,".33, .33, .33","0.3",783,149,19,15,1.9,3,0.4,163,20.8,620,"No"
"rilta_lta_m2_n_500_tp_3.179_m_2_l_0.5","Model 2",".800",3.179,"N = 500",500,2,".33, .33, .33","0.5",837,204,24.4,8,1,8,1,214,25.6,623,"No"
"rilta_lta_m2_n_500_tp_3.179_m_2_l_0.7","Model 2",".800",3.179,"N = 500",500,2,".33, .33, .33","0.7",823,189,23,6,0.7,6,0.7,198,24.1,625,"No"
"rilta_lta_m2_n_500_tp_3.179_m_2_l_0.9","Model 2",".800",3.179,"N = 500",500,2,".33, .33, .33","0.9",886,258,29.1,7,0.8,1,0.1,265,29.9,621,"No"
"rilta_lta_m2_n_500_tp_3.179_m_2_l_a","Model 2",".800",3.179,"N = 500",500,2,".33, .33, .33","A",887,174,19.6,19,2.1,3,0.3,193,21.8,694,"No"
"rilta_lta_m2_n_500_tp_3.179_m_2_l_b","Model 2",".800",3.179,"N = 500",500,2,".33, .33, .33","B",883,197,22.3,14,1.6,6,0.7,214,24.2,669,"No"
"rilta_lta_m2_n_500_tp_3.179_m_2_l_c","Model 2",".800",3.179,"N = 500",500,2,".33, .33, .33","C",887,193,21.8,5,0.6,0,0,197,22.2,690,"No"
"rilta_lta_m2_n_500_tp_3.179_m_2_l_d","Model 2",".800",3.179,"N = 500",500,2,".33, .33, .33","D",887,173,19.5,9,1,3,0.3,181,20.4,706,"No"
